yr,ts,j,value
2013,subsidies,ore,2.09
1999,subsidies,ore,2.936
2002,subsidies,ore,1.651
2017,subsidies,ore,1.7730000000000001
2016,subsidies,ore,1.823
2015,subsidies,ore,1.879
1998,subsidies,ore,1.85
2004,subsidies,ore,1.9020000000000001
2000,subsidies,ore,3.262
1997,subsidies,ore,1.139
2007,subsidies,ore,1.283
2010,subsidies,ore,1.875
2003,subsidies,ore,2.356
2011,subsidies,ore,1.596
2001,subsidies,ore,2.444
2008,taxes,edu,0.584
2009,taxes,edu,0.606
2005,taxes,edu,0.461
2006,taxes,edu,0.491
2012,taxes,edu,0.737
2014,taxes,edu,0.804
2013,taxes,edu,0.769
1999,taxes,edu,0.41400000000000003
2002,taxes,edu,0.382
2017,taxes,edu,0.871
2016,taxes,edu,0.862
2015,taxes,edu,0.833
1998,taxes,edu,0.39
2004,taxes,edu,0.437
2000,taxes,edu,0.437
1997,taxes,edu,0.369
2007,taxes,edu,0.54
2010,taxes,edu,0.664
2003,taxes,edu,0.40900000000000003
2011,taxes,edu,0.712
2001,taxes,edu,0.362
2008,subsidies,edu,-0.0
2009,subsidies,edu,-0.0
2005,subsidies,edu,-0.0
2006,subsidies,edu,-0.0
2012,subsidies,edu,-0.0
2014,subsidies,edu,-0.0
2013,subsidies,edu,-0.0
1999,subsidies,edu,-0.0
2002,subsidies,edu,-0.0
2017,subsidies,edu,-0.0
2016,subsidies,edu,-0.0
2015,subsidies,edu,-0.0
1998,subsidies,edu,-0.0
2004,subsidies,edu,-0.0
2000,subsidies,edu,-0.0
1997,subsidies,edu,-0.0
2007,subsidies,edu,-0.0
2010,subsidies,edu,-0.0
2003,subsidies,edu,-0.0
2011,subsidies,edu,-0.0
2001,subsidies,edu,-0.0
2008,taxes,ote,0.076
2009,taxes,ote,0.069
2005,taxes,ote,0.064
2006,taxes,ote,0.07200000000000001
2012,taxes,ote,0.083
2014,taxes,ote,0.08700000000000001
2013,taxes,ote,0.085
1999,taxes,ote,0.05
2002,taxes,ote,0.047
2017,taxes,ote,0.091
2016,taxes,ote,0.088
2015,taxes,ote,0.091
1998,taxes,ote,0.05
2004,taxes,ote,0.056
2000,taxes,ote,0.048
1997,taxes,ote,0.048
2007,taxes,ote,0.076
2010,taxes,ote,0.07200000000000001
2003,taxes,ote,0.051000000000000004
2011,taxes,ote,0.08
2001,taxes,ote,0.048
2008,subsidies,ote,-0.0
2009,subsidies,ote,-0.0
2005,subsidies,ote,-0.0
2006,subsidies,ote,-0.0
2012,subsidies,ote,-0.0
2014,subsidies,ote,-0.0
2013,subsidies,ote,-0.0
1999,subsidies,ote,-0.0
2002,subsidies,ote,-0.0
2017,subsidies,ote,-0.0
2016,subsidies,ote,-0.0
2015,subsidies,ote,-0.0
1998,subsidies,ote,-0.0
2004,subsidies,ote,-0.0
2000,subsidies,ote,-0.0
1997,subsidies,ote,-0.0
2007,subsidies,ote,-0.0
2010,subsidies,ote,-0.0
2003,subsidies,ote,-0.0
2011,subsidies,ote,-0.0
2001,subsidies,ote,-0.0
2008,taxes,man,0.931
2009,taxes,man,0.867
2005,taxes,man,0.753
2006,taxes,man,0.777
2012,taxes,man,1.215
2014,taxes,man,1.35
2013,taxes,man,1.226
1999,taxes,man,0.464
2002,taxes,man,0.52
2017,taxes,man,1.499
2016,taxes,man,1.446
2015,taxes,man,1.451
1998,taxes,man,0.443
2004,taxes,man,0.653
2000,taxes,man,0.47700000000000004
1997,taxes,man,0.394
2007,taxes,man,0.866
2010,taxes,man,0.977
2003,taxes,man,0.5730000000000001
2011,taxes,man,1.097
2001,taxes,man,0.518
2008,subsidies,man,-0.0
2009,subsidies,man,-0.0
2005,subsidies,man,-0.0
2006,subsidies,man,-0.0
2012,subsidies,man,-0.0
2014,subsidies,man,-0.0
2013,subsidies,man,-0.0
1999,subsidies,man,-0.0
2002,subsidies,man,-0.0
2017,subsidies,man,-0.0
2016,subsidies,man,-0.0
2015,subsidies,man,-0.0
1998,subsidies,man,-0.0
2004,subsidies,man,-0.0
2000,subsidies,man,-0.0
1997,subsidies,man,-0.0
2007,subsidies,man,-0.0
2010,subsidies,man,-0.0
2003,subsidies,man,-0.0
2011,subsidies,man,-0.0
2001,subsidies,man,-0.0
2008,taxes,mch,0.181
2009,taxes,mch,0.154
2005,taxes,mch,0.147
2006,taxes,mch,0.164
2012,taxes,mch,0.213
2014,taxes,mch,0.231
2013,taxes,mch,0.216
1999,taxes,mch,0.125
2002,taxes,mch,0.12
2017,taxes,mch,0.224
2016,taxes,mch,0.217
2015,taxes,mch,0.232
1998,taxes,mch,0.125
2004,taxes,mch,0.13
2000,taxes,mch,0.131
1997,taxes,mch,0.125
2007,taxes,mch,0.176
2010,taxes,mch,0.166
2003,taxes,mch,0.12
2011,taxes,mch,0.198
2001,taxes,mch,0.131
2008,subsidies,mch,-0.0
2009,subsidies,mch,-0.0
2005,subsidies,mch,-0.0
2006,subsidies,mch,-0.0
2012,subsidies,mch,-0.0
2014,subsidies,mch,-0.0
2013,subsidies,mch,-0.0
1999,subsidies,mch,-0.0
2002,subsidies,mch,-0.0
2017,subsidies,mch,-0.0
2016,subsidies,mch,-0.0
2015,subsidies,mch,-0.0
1998,subsidies,mch,-0.0
2004,subsidies,mch,-0.0
2000,subsidies,mch,-0.0
1997,subsidies,mch,-0.0
2007,subsidies,mch,-0.0
2010,subsidies,mch,-0.0
2003,subsidies,mch,-0.0
2011,subsidies,mch,-0.0
2001,subsidies,mch,-0.0
2008,taxes,dat,0.685
2009,taxes,dat,0.676
2005,taxes,dat,0.713
2006,taxes,dat,0.754
2012,taxes,dat,0.836
2014,taxes,dat,1.032
2013,taxes,dat,0.927
1999,taxes,dat,0.5
2002,taxes,dat,0.616
2017,taxes,dat,1.326
2016,taxes,dat,1.188
2015,taxes,dat,1.143
1998,taxes,dat,0.421
2004,taxes,dat,0.672
2000,taxes,dat,0.608
1997,taxes,dat,0.382
2007,taxes,dat,0.801
2010,taxes,dat,0.6960000000000001
2003,taxes,dat,0.63
2011,taxes,dat,0.784
2001,taxes,dat,0.636
2008,subsidies,dat,-0.0
2009,subsidies,dat,-0.0
2005,subsidies,dat,-0.0
2006,subsidies,dat,-0.0
2012,subsidies,dat,-0.0
2014,subsidies,dat,-0.0
2013,subsidies,dat,-0.0
1999,subsidies,dat,-0.0
2002,subsidies,dat,-0.0
2017,subsidies,dat,-0.0
2016,subsidies,dat,-0.0
2015,subsidies,dat,-0.0
1998,subsidies,dat,-0.0
2004,subsidies,dat,-0.0
2000,subsidies,dat,-0.0
1997,subsidies,dat,-0.0
2007,subsidies,dat,-0.0
2010,subsidies,dat,-0.0
2003,subsidies,dat,-0.0
2011,subsidies,dat,-0.0
2001,subsidies,dat,-0.0
2008,taxes,amd,15.519
2009,taxes,amd,14.509
2005,taxes,amd,12.731
2006,taxes,amd,13.889000000000001
2012,taxes,amd,18.286
2014,taxes,amd,20.394000000000002
2013,taxes,amd,19.553
1999,taxes,amd,9.526
2002,taxes,amd,9.869
2017,taxes,amd,24.253
2016,taxes,amd,22.993000000000002
2015,taxes,amd,21.359
1998,taxes,amd,8.823
2004,taxes,amd,11.201
2000,taxes,amd,10.264
1997,taxes,amd,8.264
2007,taxes,amd,15.187000000000001
2010,taxes,amd,15.774000000000001
2003,taxes,amd,10.649000000000001
2011,taxes,amd,16.945
2001,taxes,amd,9.927
2008,subsidies,amd,-0.0
2009,subsidies,amd,-0.0
2005,subsidies,amd,-0.0
2006,subsidies,amd,-0.0
2012,subsidies,amd,-0.0
2014,subsidies,amd,-0.0
2013,subsidies,amd,-0.0
1999,subsidies,amd,-0.0
2002,subsidies,amd,-0.0
2017,subsidies,amd,-0.0
2016,subsidies,amd,-0.0
2015,subsidies,amd,-0.0
1998,subsidies,amd,-0.0
2004,subsidies,amd,-0.0
2000,subsidies,amd,-0.0
1997,subsidies,amd,-0.0
2007,subsidies,amd,-0.0
2010,subsidies,amd,-0.0
2003,subsidies,amd,-0.0
2011,subsidies,amd,-0.0
2001,subsidies,amd,-0.0
2008,taxes,oil,18.666
2009,taxes,oil,7.338
2005,taxes,oil,7.569
2006,taxes,oil,8.93
2012,taxes,oil,14.032
2014,taxes,oil,14.097
2013,taxes,oil,15.046000000000001
1999,taxes,oil,2.817
2002,taxes,oil,3.458
2017,taxes,oil,8.471
2016,taxes,oil,6.292
2015,taxes,oil,8.153
1998,taxes,oil,2.978
2004,taxes,oil,5.912
2000,taxes,oil,4.466
1997,taxes,oil,3.973
2007,taxes,oil,10.907
2010,taxes,oil,9.429
2003,taxes,oil,4.72
2011,taxes,oil,13.309000000000001
2001,taxes,oil,4.634
2008,subsidies,oil,-0.0
2009,subsidies,oil,-0.0
2005,subsidies,oil,-0.0
2006,subsidies,oil,-0.0
2012,subsidies,oil,-0.0
2014,subsidies,oil,-0.0
2013,subsidies,oil,-0.0
1999,subsidies,oil,-0.0
2002,subsidies,oil,-0.0
2017,subsidies,oil,-0.0
2016,subsidies,oil,-0.0
2015,subsidies,oil,-0.0
1998,subsidies,oil,-0.0
2004,subsidies,oil,-0.0
2000,subsidies,oil,-0.0
1997,subsidies,oil,-0.0
2007,subsidies,oil,-0.0
2010,subsidies,oil,-0.0
2003,subsidies,oil,-0.0
2011,subsidies,oil,-0.0
2001,subsidies,oil,-0.0
2008,taxes,hos,1.448
2009,taxes,hos,1.312
2005,taxes,hos,1.185
2006,taxes,hos,1.281
2012,taxes,hos,1.978
2014,taxes,hos,2.15
2013,taxes,hos,2.112
1999,taxes,hos,1.2
2002,taxes,hos,0.787
2017,taxes,hos,2.629
2016,taxes,hos,2.453
2015,taxes,hos,2.286
1998,taxes,hos,1.162
2004,taxes,hos,0.854
2000,taxes,hos,1.214
1997,taxes,hos,1.099
2007,taxes,hos,1.425
2010,taxes,hos,1.561
2003,taxes,hos,0.881
2011,taxes,hos,1.6320000000000001
2001,taxes,hos,0.716
2008,subsidies,hos,-0.0
2009,subsidies,hos,-0.0
2005,subsidies,hos,-0.0
2006,subsidies,hos,-0.0
2012,subsidies,hos,2.722
2014,subsidies,hos,3.128
2013,subsidies,hos,3.376
1999,subsidies,hos,-0.0
2002,subsidies,hos,-0.0
2017,subsidies,hos,0.375
2016,subsidies,hos,1.084
2015,subsidies,hos,1.847
1998,subsidies,hos,-0.0
2004,subsidies,hos,-0.0
2000,subsidies,hos,-0.0
1997,subsidies,hos,-0.0
2007,subsidies,hos,-0.0
2010,subsidies,hos,0.578
2003,subsidies,hos,-0.0
2011,subsidies,hos,4.648
2001,subsidies,hos,-0.0
2008,taxes,rnt,8.43
2009,taxes,rnt,7.469
2005,taxes,rnt,6.978
2006,taxes,rnt,7.7700000000000005
2012,taxes,rnt,9.66
2014,taxes,rnt,11.037
2013,taxes,rnt,10.248
1999,taxes,rnt,5.293
2002,taxes,rnt,5.776
2017,taxes,rnt,12.530000000000001
2016,taxes,rnt,11.775
2015,taxes,rnt,11.406
1998,taxes,rnt,4.929
2004,taxes,rnt,6.2250000000000005
2000,taxes,rnt,5.632
1997,taxes,rnt,4.5040000000000004
2007,taxes,rnt,8.321
2010,taxes,rnt,7.922000000000001
2003,taxes,rnt,6.001
2011,taxes,rnt,8.753
2001,taxes,rnt,5.865
2008,subsidies,rnt,-0.0
2009,subsidies,rnt,-0.0
2005,subsidies,rnt,-0.0
2006,subsidies,rnt,-0.0
2012,subsidies,rnt,-0.0
2014,subsidies,rnt,-0.0
2013,subsidies,rnt,-0.0
1999,subsidies,rnt,-0.0
2002,subsidies,rnt,-0.0
2017,subsidies,rnt,-0.0
2016,subsidies,rnt,-0.0
2015,subsidies,rnt,-0.0
1998,subsidies,rnt,-0.0
2004,subsidies,rnt,-0.0
2000,subsidies,rnt,-0.0
1997,subsidies,rnt,-0.0
2007,subsidies,rnt,-0.0
2010,subsidies,rnt,-0.0
2003,subsidies,rnt,-0.0
2011,subsidies,rnt,-0.0
2001,subsidies,rnt,-0.0
2008,taxes,pla,0.309
2009,taxes,pla,-0.033
2005,taxes,pla,0.114
2006,taxes,pla,0.20500000000000002
2012,taxes,pla,0.153
2014,taxes,pla,0.40900000000000003
2013,taxes,pla,0.467
1999,taxes,pla,0.318
2002,taxes,pla,0.184
2017,taxes,pla,0.273
2016,taxes,pla,0.241
2015,taxes,pla,0.38
1998,taxes,pla,0.24
2004,taxes,pla,0.272
2000,taxes,pla,0.263
1997,taxes,pla,0.292
2007,taxes,pla,0.053
2010,taxes,pla,0.012
2003,taxes,pla,0.21
2011,taxes,pla,0.363
2001,taxes,pla,0.178
2008,subsidies,pla,-0.0
2009,subsidies,pla,-0.0
2005,subsidies,pla,-0.0
2006,subsidies,pla,-0.0
2012,subsidies,pla,-0.0
2014,subsidies,pla,-0.0
2013,subsidies,pla,-0.0
1999,subsidies,pla,-0.0
2002,subsidies,pla,-0.0
2017,subsidies,pla,-0.0
2016,subsidies,pla,-0.0
2015,subsidies,pla,-0.0
1998,subsidies,pla,-0.0
2004,subsidies,pla,-0.0
2000,subsidies,pla,-0.0
1997,subsidies,pla,-0.0
2007,subsidies,pla,-0.0
2010,subsidies,pla,-0.0
2003,subsidies,pla,-0.0
2011,subsidies,pla,-0.0
2001,subsidies,pla,-0.0
2008,taxes,fof,0.783
2009,taxes,fof,0.38
2005,taxes,fof,0.34900000000000003
2006,taxes,fof,0.38
2012,taxes,fof,0.636
2014,taxes,fof,0.669
2013,taxes,fof,0.686
1999,taxes,fof,0.301
2002,taxes,fof,0.262
2017,taxes,fof,0.495
2016,taxes,fof,0.41200000000000003
2015,taxes,fof,0.47000000000000003
1998,taxes,fof,0.264
2004,taxes,fof,0.28400000000000003
2000,taxes,fof,0.323
1997,taxes,fof,0.319
2007,taxes,fof,0.507
2010,taxes,fof,0.526
2003,taxes,fof,0.332
2011,taxes,fof,0.6960000000000001
2001,taxes,fof,0.319
2008,subsidies,fof,-0.0
2009,subsidies,fof,-0.0
2005,subsidies,fof,-0.0
2006,subsidies,fof,-0.0
2012,subsidies,fof,-0.0
2014,subsidies,fof,-0.0
2013,subsidies,fof,-0.0
1999,subsidies,fof,-0.0
2002,subsidies,fof,-0.0
2017,subsidies,fof,-0.0
2016,subsidies,fof,-0.0
2015,subsidies,fof,-0.0
1998,subsidies,fof,-0.0
2004,subsidies,fof,-0.0
2000,subsidies,fof,-0.0
1997,subsidies,fof,-0.0
2007,subsidies,fof,-0.0
2010,subsidies,fof,-0.0
2003,subsidies,fof,-0.0
2011,subsidies,fof,-0.0
2001,subsidies,fof,-0.0
2008,taxes,fin,0.0
2009,taxes,fin,0.0
2005,taxes,fin,0.0
2006,taxes,fin,0.0
2012,taxes,fin,0.0
2014,taxes,fin,0.069
2013,taxes,fin,0.0
1999,taxes,fin,0.0
2002,taxes,fin,0.0
2017,taxes,fin,0.166
2016,taxes,fin,0.134
2015,taxes,fin,0.073
1998,taxes,fin,0.0
2004,taxes,fin,0.0
2000,taxes,fin,0.0
1997,taxes,fin,0.0
2007,taxes,fin,0.0
2010,taxes,fin,0.0
2003,taxes,fin,0.0
2011,taxes,fin,0.0
2001,taxes,fin,0.0
2008,subsidies,fin,-0.0
2009,subsidies,fin,-0.0
2005,subsidies,fin,-0.0
2006,subsidies,fin,-0.0
2012,subsidies,fin,-0.0
2014,subsidies,fin,-0.0
2013,subsidies,fin,-0.0
1999,subsidies,fin,-0.0
2002,subsidies,fin,-0.0
2017,subsidies,fin,-0.0
2016,subsidies,fin,-0.0
2015,subsidies,fin,-0.0
1998,subsidies,fin,-0.0
2004,subsidies,fin,-0.0
2000,subsidies,fin,-0.0
1997,subsidies,fin,-0.0
2007,subsidies,fin,-0.0
2010,subsidies,fin,-0.0
2003,subsidies,fin,-0.0
2011,subsidies,fin,-0.0
2001,subsidies,fin,-0.0
2008,taxes,tsv,3.611
2009,taxes,tsv,3.3930000000000002
2005,taxes,tsv,2.741
2006,taxes,tsv,3.035
2012,taxes,tsv,4.184
2014,taxes,tsv,4.875
2013,taxes,tsv,4.614
1999,taxes,tsv,2.336
2002,taxes,tsv,2.253
2017,taxes,tsv,5.45
2016,taxes,tsv,5.279
2015,taxes,tsv,5.109
1998,taxes,tsv,2.192
2004,taxes,tsv,2.54
2000,taxes,tsv,2.302
1997,taxes,tsv,2.0460000000000003
2007,taxes,tsv,3.357
2010,taxes,tsv,3.596
2003,taxes,tsv,2.329
2011,taxes,tsv,3.878
2001,taxes,tsv,2.297
2008,subsidies,tsv,-0.0
2009,subsidies,tsv,-0.0
2005,subsidies,tsv,-0.0
2006,subsidies,tsv,-0.0
2012,subsidies,tsv,-0.0
2014,subsidies,tsv,-0.0
2013,subsidies,tsv,-0.0
1999,subsidies,tsv,-0.0
2002,subsidies,tsv,-0.0
2017,subsidies,tsv,-0.0
2016,subsidies,tsv,-0.0
2015,subsidies,tsv,-0.0
1998,subsidies,tsv,-0.0
2004,subsidies,tsv,-0.0
2000,subsidies,tsv,-0.0
1997,subsidies,tsv,-0.0
2007,subsidies,tsv,-0.0
2010,subsidies,tsv,-0.0
2003,subsidies,tsv,-0.0
2011,subsidies,tsv,-0.0
2001,subsidies,tsv,-0.0
2008,taxes,nrs,1.5150000000000001
2009,taxes,nrs,1.3820000000000001
2005,taxes,nrs,1.16
2006,taxes,nrs,1.27
2012,taxes,nrs,2.244
2014,taxes,nrs,2.441
2013,taxes,nrs,2.398
1999,taxes,nrs,0.8180000000000001
2002,taxes,nrs,0.711
2017,taxes,nrs,2.988
2016,taxes,nrs,2.785
2015,taxes,nrs,2.593
1998,taxes,nrs,0.791
2004,taxes,nrs,0.774
2000,taxes,nrs,0.811
1997,taxes,nrs,0.734
2007,taxes,nrs,1.432
2010,taxes,nrs,1.713
2003,taxes,nrs,0.8160000000000001
2011,taxes,nrs,1.827
2001,taxes,nrs,0.653
2008,subsidies,nrs,-0.0
2009,subsidies,nrs,-0.0
2005,subsidies,nrs,-0.0
2006,subsidies,nrs,-0.0
2012,subsidies,nrs,-0.0
2014,subsidies,nrs,-0.0
2013,subsidies,nrs,-0.0
1999,subsidies,nrs,-0.0
2002,subsidies,nrs,-0.0
2017,subsidies,nrs,-0.0
2016,subsidies,nrs,-0.0
2015,subsidies,nrs,-0.0
1998,subsidies,nrs,-0.0
2004,subsidies,nrs,-0.0
2000,subsidies,nrs,-0.0
1997,subsidies,nrs,-0.0
2007,subsidies,nrs,-0.0
2010,subsidies,nrs,-0.0
2003,subsidies,nrs,-0.0
2011,subsidies,nrs,-0.0
2001,subsidies,nrs,-0.0
2008,taxes,sec,0.9440000000000001
2009,taxes,sec,0.726
2005,taxes,sec,1.111
2006,taxes,sec,1.09
2012,taxes,sec,0.981
2014,taxes,sec,1.133
2013,taxes,sec,1.054
1999,taxes,sec,0.553
2002,taxes,sec,0.555
2017,taxes,sec,1.28
2016,taxes,sec,1.21
2015,taxes,sec,1.181
1998,taxes,sec,0.506
2004,taxes,sec,0.644
2000,taxes,sec,0.648
1997,taxes,sec,0.361
2007,taxes,sec,1.086
2010,taxes,sec,0.86
2003,taxes,sec,0.633
2011,taxes,sec,0.926
2001,taxes,sec,0.5720000000000001
2008,subsidies,sec,-0.0
2009,subsidies,sec,-0.0
2005,subsidies,sec,-0.0
2006,subsidies,sec,-0.0
2012,subsidies,sec,-0.0
2014,subsidies,sec,-0.0
2013,subsidies,sec,-0.0
1999,subsidies,sec,-0.0
2002,subsidies,sec,-0.0
2017,subsidies,sec,-0.0
2016,subsidies,sec,-0.0
2015,subsidies,sec,-0.0
1998,subsidies,sec,-0.0
2004,subsidies,sec,-0.0
2000,subsidies,sec,-0.0
1997,subsidies,sec,-0.0
2007,subsidies,sec,-0.0
2010,subsidies,sec,-0.0
2003,subsidies,sec,-0.0
2011,subsidies,sec,-0.0
2001,subsidies,sec,-0.0
2008,taxes,art,5.045
2009,taxes,art,4.8790000000000004
2005,taxes,art,4.071
2006,taxes,art,4.39
2012,taxes,art,5.338
2014,taxes,art,5.617
2013,taxes,art,5.473
1999,taxes,art,2.745
2002,taxes,art,3.122
2017,taxes,art,6.227
2016,taxes,art,5.994
2015,taxes,art,5.806
1998,taxes,art,2.3890000000000002
2004,taxes,art,3.825
2000,taxes,art,2.802
1997,taxes,art,1.989
2007,taxes,art,4.907
2010,taxes,art,4.9590000000000005
2003,taxes,art,3.371
2011,taxes,art,5.119
2001,taxes,art,2.97
2008,subsidies,art,-0.0
2009,subsidies,art,-0.0
2005,subsidies,art,-0.0
2006,subsidies,art,-0.0
2012,subsidies,art,-0.0
2014,subsidies,art,-0.0
2013,subsidies,art,-0.0
1999,subsidies,art,-0.0
2002,subsidies,art,-0.0
2017,subsidies,art,-0.0
2016,subsidies,art,-0.0
2015,subsidies,art,-0.0
1998,subsidies,art,-0.0
2004,subsidies,art,-0.0
2000,subsidies,art,-0.0
1997,subsidies,art,-0.0
2007,subsidies,art,-0.0
2010,subsidies,art,-0.0
2003,subsidies,art,-0.0
2011,subsidies,art,-0.0
2001,subsidies,art,-0.0
2008,taxes,mov,2.548
2009,taxes,mov,2.531
2005,taxes,mov,2.092
2006,taxes,mov,2.269
2012,taxes,mov,2.875
2014,taxes,mov,3.092
2013,taxes,mov,2.989
1999,taxes,mov,1.448
2002,taxes,mov,1.645
2017,taxes,mov,3.3040000000000003
2016,taxes,mov,3.235
2015,taxes,mov,3.173
1998,taxes,mov,1.2690000000000001
2004,taxes,mov,1.98
2000,taxes,mov,1.5090000000000001
1997,taxes,mov,1.047
2007,taxes,mov,2.533
2010,taxes,mov,2.598
2003,taxes,mov,1.764
2011,taxes,mov,2.718
2001,taxes,mov,1.582
2008,subsidies,mov,-0.0
2009,subsidies,mov,-0.0
2005,subsidies,mov,-0.0
2006,subsidies,mov,-0.0
2012,subsidies,mov,-0.0
2014,subsidies,mov,-0.0
2013,subsidies,mov,-0.0
1999,subsidies,mov,-0.0
2002,subsidies,mov,-0.0
2017,subsidies,mov,-0.0
2016,subsidies,mov,-0.0
2015,subsidies,mov,-0.0
1998,subsidies,mov,-0.0
2004,subsidies,mov,-0.0
2000,subsidies,mov,-0.0
1997,subsidies,mov,-0.0
2007,subsidies,mov,-0.0
2010,subsidies,mov,-0.0
2003,subsidies,mov,-0.0
2011,subsidies,mov,-0.0
2001,subsidies,mov,-0.0
2008,taxes,fpd,0.036000000000000004
2009,taxes,fpd,0.028
2005,taxes,fpd,0.039
2006,taxes,fpd,0.042
2012,taxes,fpd,0.031
2014,taxes,fpd,0.035
2013,taxes,fpd,0.033
1999,taxes,fpd,0.029
2002,taxes,fpd,0.029
2017,taxes,fpd,0.039
2016,taxes,fpd,0.039
2015,taxes,fpd,0.036000000000000004
1998,taxes,fpd,0.027
2004,taxes,fpd,0.034
2000,taxes,fpd,0.03
1997,taxes,fpd,0.025
2007,taxes,fpd,0.039
2010,taxes,fpd,0.029
2003,taxes,fpd,0.03
2011,taxes,fpd,0.03
2001,taxes,fpd,0.03
2008,subsidies,fpd,-0.0
2009,subsidies,fpd,-0.0
2005,subsidies,fpd,-0.0
2006,subsidies,fpd,-0.0
2012,subsidies,fpd,-0.0
2014,subsidies,fpd,-0.0
2013,subsidies,fpd,-0.0
1999,subsidies,fpd,-0.0
2002,subsidies,fpd,-0.0
2017,subsidies,fpd,-0.0
2016,subsidies,fpd,-0.0
2015,subsidies,fpd,-0.0
1998,subsidies,fpd,-0.0
2004,subsidies,fpd,-0.0
2000,subsidies,fpd,-0.0
1997,subsidies,fpd,-0.0
2007,subsidies,fpd,-0.0
2010,subsidies,fpd,-0.0
2003,subsidies,fpd,-0.0
2011,subsidies,fpd,-0.0
2001,subsidies,fpd,-0.0
2008,taxes,slg,0.0
2009,taxes,slg,0.0
2005,taxes,slg,0.0
2006,taxes,slg,0.0
2012,taxes,slg,0.0
2014,taxes,slg,0.0
2013,taxes,slg,0.0
1999,taxes,slg,0.0
2002,taxes,slg,0.0
2017,taxes,slg,0.0
2016,taxes,slg,0.0
2015,taxes,slg,0.0
1998,taxes,slg,0.0
2004,taxes,slg,0.0
2000,taxes,slg,0.0
1997,taxes,slg,0.0
2007,taxes,slg,0.0
2010,taxes,slg,0.0
2003,taxes,slg,0.0
2011,taxes,slg,0.0
2001,taxes,slg,0.0
2008,subsidies,slg,-0.0
2009,subsidies,slg,-0.0
2005,subsidies,slg,-0.0
2006,subsidies,slg,-0.0
2012,subsidies,slg,-0.0
2014,subsidies,slg,-0.0
2013,subsidies,slg,-0.0
1999,subsidies,slg,-0.0
2002,subsidies,slg,-0.0
2017,subsidies,slg,-0.0
2016,subsidies,slg,-0.0
2015,subsidies,slg,-0.0
1998,subsidies,slg,-0.0
2004,subsidies,slg,-0.0
2000,subsidies,slg,-0.0
1997,subsidies,slg,-0.0
2007,subsidies,slg,-0.0
2010,subsidies,slg,-0.0
2003,subsidies,slg,-0.0
2011,subsidies,slg,-0.0
2001,subsidies,slg,-0.0
2008,taxes,pri,0.059000000000000004
2009,taxes,pri,0.051000000000000004
2005,taxes,pri,0.058
2006,taxes,pri,0.06
2012,taxes,pri,0.049
2014,taxes,pri,0.051000000000000004
2013,taxes,pri,0.05
1999,taxes,pri,0.058
2002,taxes,pri,0.054
2017,taxes,pri,0.051000000000000004
2016,taxes,pri,0.052000000000000005
2015,taxes,pri,0.052000000000000005
1998,taxes,pri,0.058
2004,taxes,pri,0.056
2000,taxes,pri,0.059000000000000004
1997,taxes,pri,0.057
2007,taxes,pri,0.06
2010,taxes,pri,0.051000000000000004
2003,taxes,pri,0.054
2011,taxes,pri,0.049
2001,taxes,pri,0.058
2008,subsidies,pri,-0.0
2009,subsidies,pri,-0.0
2005,subsidies,pri,-0.0
2006,subsidies,pri,-0.0
2012,subsidies,pri,-0.0
2014,subsidies,pri,-0.0
2013,subsidies,pri,-0.0
1999,subsidies,pri,-0.0
2002,subsidies,pri,-0.0
2017,subsidies,pri,-0.0
2016,subsidies,pri,-0.0
2015,subsidies,pri,-0.0
1998,subsidies,pri,-0.0
2004,subsidies,pri,-0.0
2000,subsidies,pri,-0.0
1997,subsidies,pri,-0.0
2007,subsidies,pri,-0.0
2010,subsidies,pri,-0.0
2003,subsidies,pri,-0.0
2011,subsidies,pri,-0.0
2001,subsidies,pri,-0.0
2008,taxes,grd,0.23700000000000002
2009,taxes,grd,0.614
2005,taxes,grd,0.195
2006,taxes,grd,0.224
2012,taxes,grd,0.767
2014,taxes,grd,0.842
2013,taxes,grd,0.8260000000000001
1999,taxes,grd,0.135
2002,taxes,grd,0.153
2017,taxes,grd,1.031
2016,taxes,grd,0.965
2015,taxes,grd,0.895
1998,taxes,grd,0.128
2004,taxes,grd,0.157
2000,taxes,grd,0.137
1997,taxes,grd,0.122
2007,taxes,grd,0.234
2010,taxes,grd,0.744
2003,taxes,grd,0.161
2011,taxes,grd,0.687
2001,taxes,grd,0.155
2008,subsidies,grd,-0.0
2009,subsidies,grd,-0.0
2005,subsidies,grd,-0.0
2006,subsidies,grd,-0.0
2012,subsidies,grd,-0.0
2014,subsidies,grd,-0.0
2013,subsidies,grd,-0.0
1999,subsidies,grd,-0.0
2002,subsidies,grd,-0.0
2017,subsidies,grd,-0.0
2016,subsidies,grd,-0.0
2015,subsidies,grd,-0.0
1998,subsidies,grd,-0.0
2004,subsidies,grd,-0.0
2000,subsidies,grd,-0.0
1997,subsidies,grd,-0.0
2007,subsidies,grd,-0.0
2010,subsidies,grd,-0.0
2003,subsidies,grd,-0.0
2011,subsidies,grd,-0.0
2001,subsidies,grd,-0.0
2008,taxes,pip,0.042
2009,taxes,pip,0.044
2005,taxes,pip,0.028
2006,taxes,pip,0.034
2012,taxes,pip,0.065
2014,taxes,pip,0.067
2013,taxes,pip,0.058
1999,taxes,pip,0.032
2002,taxes,pip,0.033
2017,taxes,pip,0.076
2016,taxes,pip,0.073
2015,taxes,pip,0.073
