yr,ir_supply,jc_supply,value
1998,adm,pri,0.61
2004,adm,pri,0.594
2000,adm,pri,0.34600000000000003
1997,adm,pri,0.711
2007,adm,pri,1.063
2010,adm,pri,0.59
2003,adm,pri,0.8220000000000001
2011,adm,pri,0.586
2001,adm,pri,0.269
2008,soc,pri,0.0
2009,soc,pri,0.0
2005,soc,pri,0.0
2006,soc,pri,0.0
2012,soc,pri,0.0
2014,soc,pri,0.0
2013,soc,pri,0.0
1999,soc,pri,0.0
2002,soc,pri,0.0
2017,soc,pri,0.0
2016,soc,pri,0.0
2015,soc,pri,0.0
1998,soc,pri,0.0
2004,soc,pri,0.0
2000,soc,pri,0.0
1997,soc,pri,0.0
2007,soc,pri,0.0
2010,soc,pri,0.0
2003,soc,pri,0.0
2011,soc,pri,0.0
2001,soc,pri,0.0
2008,alt,pri,0.169
2009,alt,pri,0.022
2005,alt,pri,0.019
2006,alt,pri,0.037
2012,alt,pri,0.014
2014,alt,pri,0.028
2013,alt,pri,0.015
1999,alt,pri,0.179
2002,alt,pri,0.019
2017,alt,pri,0.025
2016,alt,pri,0.026000000000000002
2015,alt,pri,0.027
1998,alt,pri,0.04
2004,alt,pri,0.015
2000,alt,pri,0.134
1997,alt,pri,0.04
2007,alt,pri,0.061
2010,alt,pri,0.003
2003,alt,pri,0.015
2011,alt,pri,0.0
2001,alt,pri,0.255
2008,pmt,pri,0.0
2009,pmt,pri,0.0
2005,pmt,pri,0.0
2006,pmt,pri,0.0
2012,pmt,pri,0.0
2014,pmt,pri,0.0
2013,pmt,pri,0.0
1999,pmt,pri,0.0
2002,pmt,pri,0.0
2017,pmt,pri,0.0
2016,pmt,pri,0.0
2015,pmt,pri,0.0
1998,pmt,pri,0.0
2004,pmt,pri,0.0
2000,pmt,pri,0.0
1997,pmt,pri,0.0
2007,pmt,pri,0.0
2010,pmt,pri,0.0
2003,pmt,pri,0.0
2011,pmt,pri,0.0
2001,pmt,pri,0.0
2008,trk,pri,0.0
2009,trk,pri,0.0
2005,trk,pri,0.0
2006,trk,pri,0.0
2012,trk,pri,0.0
2014,trk,pri,0.0
2013,trk,pri,0.0
1999,trk,pri,0.0
2002,trk,pri,0.0
2017,trk,pri,0.0
2016,trk,pri,0.0
2015,trk,pri,0.0
1998,trk,pri,0.0
2004,trk,pri,0.0
2000,trk,pri,0.0
1997,trk,pri,0.0
2007,trk,pri,0.0
2010,trk,pri,0.0
2003,trk,pri,0.0
2011,trk,pri,0.0
2001,trk,pri,0.0
2008,fdd,pri,0.0
2009,fdd,pri,0.0
2005,fdd,pri,0.0
2006,fdd,pri,0.0
2012,fdd,pri,0.0
2014,fdd,pri,0.0
2013,fdd,pri,0.0
1999,fdd,pri,0.0
2002,fdd,pri,0.0
2017,fdd,pri,0.0
2016,fdd,pri,0.0
2015,fdd,pri,0.0
1998,fdd,pri,0.0
2004,fdd,pri,0.0
2000,fdd,pri,0.0
1997,fdd,pri,0.0
2007,fdd,pri,0.0
2010,fdd,pri,0.0
2003,fdd,pri,0.0
2011,fdd,pri,0.0
2001,fdd,pri,0.0
2008,gmt,pri,0.0
2009,gmt,pri,0.0
2005,gmt,pri,0.0
2006,gmt,pri,0.0
2012,gmt,pri,0.0
2014,gmt,pri,0.0
2013,gmt,pri,0.0
1999,gmt,pri,0.0
2002,gmt,pri,0.0
2017,gmt,pri,0.0
2016,gmt,pri,0.0
2015,gmt,pri,0.0
1998,gmt,pri,0.0
2004,gmt,pri,0.0
2000,gmt,pri,0.0
1997,gmt,pri,0.0
2007,gmt,pri,0.0
2010,gmt,pri,0.0
2003,gmt,pri,0.0
2011,gmt,pri,0.0
2001,gmt,pri,0.0
2008,wtt,pri,0.0
2009,wtt,pri,0.0
2005,wtt,pri,0.0
2006,wtt,pri,0.0
2012,wtt,pri,0.0
2014,wtt,pri,0.0
2013,wtt,pri,0.0
1999,wtt,pri,0.0
2002,wtt,pri,0.0
2017,wtt,pri,0.0
2016,wtt,pri,0.0
2015,wtt,pri,0.0
1998,wtt,pri,0.0
2004,wtt,pri,0.0
2000,wtt,pri,0.0
1997,wtt,pri,0.0
2007,wtt,pri,0.0
2010,wtt,pri,0.0
2003,wtt,pri,0.0
2011,wtt,pri,0.0
2001,wtt,pri,0.0
2008,wpd,pri,0.0
2009,wpd,pri,0.0
2005,wpd,pri,0.0
2006,wpd,pri,0.0
2012,wpd,pri,0.0
2014,wpd,pri,0.0
2013,wpd,pri,0.0
1999,wpd,pri,0.0
2002,wpd,pri,0.0
2017,wpd,pri,0.0
2016,wpd,pri,0.0
2015,wpd,pri,0.0
1998,wpd,pri,0.0
2004,wpd,pri,0.0
2000,wpd,pri,0.0
1997,wpd,pri,0.0
2007,wpd,pri,0.0
2010,wpd,pri,0.0
2003,wpd,pri,0.0
2011,wpd,pri,0.0
2001,wpd,pri,0.0
2008,wht,pri,0.738
2009,wht,pri,0.7020000000000001
2005,wht,pri,0.6890000000000001
2006,wht,pri,0.809
2012,wht,pri,0.704
2014,wht,pri,0.785
2013,wht,pri,0.72
1999,wht,pri,0.443
2002,wht,pri,0.8190000000000001
2017,wht,pri,0.779
2016,wht,pri,0.8250000000000001
2015,wht,pri,0.808
1998,wht,pri,0.34600000000000003
2004,wht,pri,0.599
2000,wht,pri,0.728
1997,wht,pri,1.1360000000000001
2007,wht,pri,0.854
2010,wht,pri,0.789
2003,wht,pri,0.5710000000000001
2011,wht,pri,0.734
2001,wht,pri,0.47500000000000003
2008,oth,pri,0.0
2009,oth,pri,0.0
2005,oth,pri,0.0
2006,oth,pri,0.0
2012,oth,pri,0.0
2014,oth,pri,0.0
2013,oth,pri,0.0
1999,oth,pri,0.0
2002,oth,pri,0.0
2017,oth,pri,0.0
2016,oth,pri,0.0
2015,oth,pri,0.0
1998,oth,pri,0.0
2004,oth,pri,0.0
2000,oth,pri,0.0
1997,oth,pri,0.0
2007,oth,pri,0.0
2010,oth,pri,0.0
2003,oth,pri,0.0
2011,oth,pri,0.0
2001,oth,pri,0.0
2008,wrh,pri,0.0
2009,wrh,pri,0.0
2005,wrh,pri,0.0
2006,wrh,pri,0.0
2012,wrh,pri,0.0
2014,wrh,pri,0.0
2013,wrh,pri,0.0
1999,wrh,pri,0.0
2002,wrh,pri,0.0
2017,wrh,pri,0.0
2016,wrh,pri,0.0
2015,wrh,pri,0.0
1998,wrh,pri,0.0
2004,wrh,pri,0.0
2000,wrh,pri,0.0
1997,wrh,pri,0.0
2007,wrh,pri,0.0
2010,wrh,pri,0.0
2003,wrh,pri,0.0
2011,wrh,pri,0.0
2001,wrh,pri,0.0
2008,ott,pri,0.0
2009,ott,pri,0.0
2005,ott,pri,0.0
2006,ott,pri,0.0
2012,ott,pri,0.0
2014,ott,pri,0.0
2013,ott,pri,0.0
1999,ott,pri,0.0
2002,ott,pri,0.0
2017,ott,pri,0.0
2016,ott,pri,0.0
2015,ott,pri,0.0
1998,ott,pri,0.0
2004,ott,pri,0.0
2000,ott,pri,0.0
1997,ott,pri,0.0
2007,ott,pri,0.0
2010,ott,pri,0.0
2003,ott,pri,0.0
2011,ott,pri,0.0
2001,ott,pri,0.0
2008,che,pri,0.0
2009,che,pri,0.0
2005,che,pri,0.0
2006,che,pri,0.0
2012,che,pri,0.0
2014,che,pri,0.0
2013,che,pri,0.0
1999,che,pri,0.0
2002,che,pri,0.0
2017,che,pri,0.0
2016,che,pri,0.0
2015,che,pri,0.0
1998,che,pri,0.0
2004,che,pri,0.0
2000,che,pri,0.0
1997,che,pri,0.0
2007,che,pri,0.0
2010,che,pri,0.0
2003,che,pri,0.0
2011,che,pri,0.0
2001,che,pri,0.0
2008,air,pri,0.0
2009,air,pri,0.0
2005,air,pri,0.0
2006,air,pri,0.0
2012,air,pri,0.0
2014,air,pri,0.0
2013,air,pri,0.0
1999,air,pri,0.0
2002,air,pri,0.0
2017,air,pri,0.0
2016,air,pri,0.0
2015,air,pri,0.0
1998,air,pri,0.0
2004,air,pri,0.0
2000,air,pri,0.0
1997,air,pri,0.0
2007,air,pri,0.0
2010,air,pri,0.0
2003,air,pri,0.0
2011,air,pri,0.0
2001,air,pri,0.0
2008,mmf,pri,0.389
2009,mmf,pri,0.293
2005,mmf,pri,0.271
2006,mmf,pri,0.268
2012,mmf,pri,0.5750000000000001
2014,mmf,pri,0.517
2013,mmf,pri,0.493
1999,mmf,pri,0.289
2002,mmf,pri,0.243
2017,mmf,pri,0.518
2016,mmf,pri,0.548
2015,mmf,pri,0.52
1998,mmf,pri,0.365
2004,mmf,pri,0.26
2000,mmf,pri,0.343
1997,mmf,pri,0.232
2007,mmf,pri,0.289
2010,mmf,pri,0.28600000000000003
2003,mmf,pri,0.257
2011,mmf,pri,0.313
2001,mmf,pri,0.394
2008,otr,pri,0.0
2009,otr,pri,0.0
2005,otr,pri,0.0
2006,otr,pri,0.0
2012,otr,pri,0.0
2014,otr,pri,0.0
2013,otr,pri,0.0
1999,otr,pri,0.0
2002,otr,pri,0.0
2017,otr,pri,0.0
2016,otr,pri,0.0
2015,otr,pri,0.0
1998,otr,pri,0.0
2004,otr,pri,0.0
2000,otr,pri,0.0
1997,otr,pri,0.0
2007,otr,pri,0.0
2010,otr,pri,0.0
2003,otr,pri,0.0
2011,otr,pri,0.0
2001,otr,pri,0.0
2008,min,pri,0.0
2009,min,pri,0.0
2005,min,pri,0.0
2006,min,pri,0.0
2012,min,pri,0.0
2014,min,pri,0.0
2013,min,pri,0.0
1999,min,pri,0.0
2002,min,pri,0.0
2017,min,pri,0.0
2016,min,pri,0.0
2015,min,pri,0.0
1998,min,pri,0.0
2004,min,pri,0.0
2000,min,pri,0.0
1997,min,pri,0.0
2007,min,pri,0.0
2010,min,pri,0.0
2003,min,pri,0.0
2011,min,pri,0.0
2001,min,pri,0.0
2008,TotalBasic,pri,99.107
2009,TotalBasic,pri,83.994
2005,TotalBasic,pri,98.904
2006,TotalBasic,pri,100.687
2012,TotalBasic,pri,83.046
2014,TotalBasic,pri,82.35300000000001
2013,TotalBasic,pri,83.28
1999,TotalBasic,pri,103.786
2002,TotalBasic,pri,99.667
2017,TotalBasic,pri,81.661
2016,TotalBasic,pri,84.343
2015,TotalBasic,pri,82.118
1998,TotalBasic,pri,100.98700000000001
2004,TotalBasic,pri,96.233
2000,TotalBasic,pri,107.133
1997,TotalBasic,pri,98.299
2007,TotalBasic,pri,103.45400000000001
2010,TotalBasic,pri,83.747
2003,TotalBasic,pri,95.388
2011,TotalBasic,pri,84.194
2001,TotalBasic,pri,104.04
2008,ppd,fmt,0.004
2009,ppd,fmt,0.007
2005,ppd,fmt,0.042
2006,ppd,fmt,0.032
2012,ppd,fmt,0.001
2014,ppd,fmt,0.003
2013,ppd,fmt,0.003
1999,ppd,fmt,0.069
2002,ppd,fmt,0.036000000000000004
2017,ppd,fmt,0.003
2016,ppd,fmt,0.003
2015,ppd,fmt,0.003
1998,ppd,fmt,0.07200000000000001
2004,ppd,fmt,0.037
2000,ppd,fmt,0.08600000000000001
1997,ppd,fmt,0.098
2007,ppd,fmt,0.011
2010,ppd,fmt,0.01
2003,ppd,fmt,0.035
2011,ppd,fmt,0.012
2001,ppd,fmt,0.061
2008,res,fmt,0.0
2009,res,fmt,0.0
2005,res,fmt,0.0
2006,res,fmt,0.0
2012,res,fmt,0.0
2014,res,fmt,0.0
2013,res,fmt,0.0
1999,res,fmt,0.0
2002,res,fmt,0.0
2017,res,fmt,0.0
2016,res,fmt,0.0
2015,res,fmt,0.0
1998,res,fmt,0.0
2004,res,fmt,0.0
2000,res,fmt,0.0
1997,res,fmt,0.0
2007,res,fmt,0.0
2010,res,fmt,0.0
2003,res,fmt,0.0
2011,res,fmt,0.0
2001,res,fmt,0.0
2008,com,fmt,0.275
2009,com,fmt,0.274
2005,com,fmt,0.23800000000000002
2006,com,fmt,0.24
2012,com,fmt,0.261
2014,com,fmt,0.254
2013,com,fmt,0.252
1999,com,fmt,0.379
2002,com,fmt,0.247
2017,com,fmt,0.32
2016,com,fmt,0.314
2015,com,fmt,0.27
1998,com,fmt,0.35100000000000003
2004,com,fmt,0.253
2000,com,fmt,0.401
1997,com,fmt,0.39
2007,com,fmt,0.263
2010,com,fmt,0.253
2003,com,fmt,0.28500000000000003
2011,com,fmt,0.23500000000000001
2001,com,fmt,0.357
2008,amb,fmt,0.0
2009,amb,fmt,0.0
2005,amb,fmt,0.0
2006,amb,fmt,0.0
2012,amb,fmt,0.0
2014,amb,fmt,0.0
2013,amb,fmt,0.0
1999,amb,fmt,0.0
2002,amb,fmt,0.0
2017,amb,fmt,0.0
2016,amb,fmt,0.0
2015,amb,fmt,0.0
1998,amb,fmt,0.0
2004,amb,fmt,0.0
2000,amb,fmt,0.0
1997,amb,fmt,0.0
2007,amb,fmt,0.0
2010,amb,fmt,0.0
2003,amb,fmt,0.0
2011,amb,fmt,0.0
2001,amb,fmt,0.0
2008,fbp,fmt,0.0
2009,fbp,fmt,0.0
2005,fbp,fmt,0.0
2006,fbp,fmt,0.0
2012,fbp,fmt,0.0
2014,fbp,fmt,0.0
2013,fbp,fmt,0.0
1999,fbp,fmt,0.0
2002,fbp,fmt,0.0
2017,fbp,fmt,0.0
2016,fbp,fmt,0.0
2015,fbp,fmt,0.0
1998,fbp,fmt,0.0
2004,fbp,fmt,0.0
2000,fbp,fmt,0.0
1997,fbp,fmt,0.0
2007,fbp,fmt,0.0
2010,fbp,fmt,0.0
2003,fbp,fmt,0.0
2011,fbp,fmt,0.0
2001,fbp,fmt,0.0
2008,rec,fmt,0.0
2009,rec,fmt,0.0
2005,rec,fmt,0.0
2006,rec,fmt,0.0
2012,rec,fmt,0.0
2014,rec,fmt,0.0
2013,rec,fmt,0.0
1999,rec,fmt,0.0
2002,rec,fmt,0.0
2017,rec,fmt,0.0
2016,rec,fmt,0.0
2015,rec,fmt,0.0
1998,rec,fmt,0.0
2004,rec,fmt,0.0
2000,rec,fmt,0.0
1997,rec,fmt,0.0
2007,rec,fmt,0.0
2010,rec,fmt,0.0
2003,rec,fmt,0.0
2011,rec,fmt,0.0
2001,rec,fmt,0.0
2008,con,fmt,1.395
2009,con,fmt,3.8000000000000003
2005,con,fmt,0.793
2006,con,fmt,0.911
2012,con,fmt,2.822
2014,con,fmt,1.964
2013,con,fmt,1.07
1999,con,fmt,2.047
2002,con,fmt,1.8880000000000001
2017,con,fmt,1.545
2016,con,fmt,2.118
2015,con,fmt,2.612
1998,con,fmt,2.48
2004,con,fmt,0.808
2000,con,fmt,2.224
1997,con,fmt,2.319
2007,con,fmt,2.703
2010,con,fmt,2.673
2003,con,fmt,0.9400000000000001
2011,con,fmt,1.609
2001,con,fmt,2.242
2008,agr,fmt,0.0
2009,agr,fmt,0.0
2005,agr,fmt,0.0
2006,agr,fmt,0.0
2012,agr,fmt,0.0
2014,agr,fmt,0.0
2013,agr,fmt,0.0
1999,agr,fmt,0.0
2002,agr,fmt,0.0
2017,agr,fmt,0.0
2016,agr,fmt,0.0
2015,agr,fmt,0.0
1998,agr,fmt,0.0
2004,agr,fmt,0.0
2000,agr,fmt,0.0
1997,agr,fmt,0.0
2007,agr,fmt,0.0
2010,agr,fmt,0.0
2003,agr,fmt,0.0
2011,agr,fmt,0.0
2001,agr,fmt,0.0
2008,eec,fmt,0.188
2009,eec,fmt,0.15
2005,eec,fmt,0.341
2006,eec,fmt,0.373
2012,eec,fmt,0.222
2014,eec,fmt,0.23900000000000002
2013,eec,fmt,0.269
1999,eec,fmt,0.219
2002,eec,fmt,0.361
2017,eec,fmt,0.248
2016,eec,fmt,0.233
2015,eec,fmt,0.23800000000000002
1998,eec,fmt,0.229
2004,eec,fmt,0.363
2000,eec,fmt,0.265
1997,eec,fmt,0.215
2007,eec,fmt,0.20400000000000001
2010,eec,fmt,0.166
2003,eec,fmt,0.303
2011,eec,fmt,0.167
2001,eec,fmt,0.264
2008,use,fmt,1.281
2009,use,fmt,1.006
2005,use,fmt,0.76
2006,use,fmt,0.889
2012,use,fmt,1.397
2014,use,fmt,1.141
2013,use,fmt,1.094
1999,use,fmt,0.784
2002,use,fmt,0.629
2017,use,fmt,1.034
2016,use,fmt,0.961
2015,use,fmt,1.069
1998,use,fmt,0.93
2004,use,fmt,0.714
2000,use,fmt,0.6920000000000001
1997,use,fmt,1.075
2007,use,fmt,1.5290000000000001
2010,use,fmt,0.9540000000000001
2003,use,fmt,0.65
2011,use,fmt,1.414
2001,use,fmt,0.513
2008,fnd,fmt,0.0
2009,fnd,fmt,0.0
2005,fnd,fmt,0.0
2006,fnd,fmt,0.0
2012,fnd,fmt,0.0
2014,fnd,fmt,0.0
2013,fnd,fmt,0.0
1999,fnd,fmt,0.0
2002,fnd,fmt,0.0
2017,fnd,fmt,0.0
2016,fnd,fmt,0.0
2015,fnd,fmt,0.0
1998,fnd,fmt,0.0
2004,fnd,fmt,0.0
2000,fnd,fmt,0.0
1997,fnd,fmt,0.0
2007,fnd,fmt,0.0
2010,fnd,fmt,0.0
2003,fnd,fmt,0.0
2011,fnd,fmt,0.0
2001,fnd,fmt,0.0
2008,pub,fmt,0.0
2009,pub,fmt,0.0
2005,pub,fmt,0.0
2006,pub,fmt,0.0
2012,pub,fmt,0.0
2014,pub,fmt,0.0
2013,pub,fmt,0.0
1999,pub,fmt,0.0
2002,pub,fmt,0.0
2017,pub,fmt,0.0
2016,pub,fmt,0.0
2015,pub,fmt,0.0
1998,pub,fmt,0.0
2004,pub,fmt,0.0
2000,pub,fmt,0.0
1997,pub,fmt,0.0
2007,pub,fmt,0.0
2010,pub,fmt,0.0
2003,pub,fmt,0.0
2011,pub,fmt,0.0
2001,pub,fmt,0.0
2008,hou,fmt,0.0
2009,hou,fmt,0.0
2005,hou,fmt,0.0
2006,hou,fmt,0.0
2012,hou,fmt,0.0
2014,hou,fmt,0.0
2013,hou,fmt,0.0
1999,hou,fmt,0.0
2002,hou,fmt,0.0
2017,hou,fmt,0.0
2016,hou,fmt,0.0
2015,hou,fmt,0.0
1998,hou,fmt,0.0
2004,hou,fmt,0.0
2000,hou,fmt,0.0
1997,hou,fmt,0.0
2007,hou,fmt,0.0
2010,hou,fmt,0.0
2003,hou,fmt,0.0
2011,hou,fmt,0.0
2001,hou,fmt,0.0
2008,fbt,fmt,0.0
2009,fbt,fmt,0.0
2005,fbt,fmt,0.0
2006,fbt,fmt,0.0
2012,fbt,fmt,0.0
2014,fbt,fmt,0.0
2013,fbt,fmt,0.0
1999,fbt,fmt,0.0
2002,fbt,fmt,0.0
2017,fbt,fmt,0.0
2016,fbt,fmt,0.0
2015,fbt,fmt,0.0
1998,fbt,fmt,0.0
2004,fbt,fmt,0.0
2000,fbt,fmt,0.0
1997,fbt,fmt,0.0
2007,fbt,fmt,0.0
2010,fbt,fmt,0.0
2003,fbt,fmt,0.0
2011,fbt,fmt,0.0
2001,fbt,fmt,0.0
2008,ins,fmt,0.0
2009,ins,fmt,0.0
2005,ins,fmt,0.0
2006,ins,fmt,0.0
2012,ins,fmt,0.0
2014,ins,fmt,0.0
2013,ins,fmt,0.0
1999,ins,fmt,0.0
2002,ins,fmt,0.0
2017,ins,fmt,0.0
2016,ins,fmt,0.0
2015,ins,fmt,0.0
1998,ins,fmt,0.0
2004,ins,fmt,0.0
2000,ins,fmt,0.0
1997,ins,fmt,0.0
2007,ins,fmt,0.0
2010,ins,fmt,0.0
2003,ins,fmt,0.0
2011,ins,fmt,0.0
2001,ins,fmt,0.0
2008,tex,fmt,0.004
2009,tex,fmt,0.003
2005,tex,fmt,0.021
2006,tex,fmt,0.021
2012,tex,fmt,0.002
2014,tex,fmt,0.004
2013,tex,fmt,0.003
1999,tex,fmt,0.005
2002,tex,fmt,0.027
2017,tex,fmt,0.002
2016,tex,fmt,0.002
2015,tex,fmt,0.004
1998,tex,fmt,0.009000000000000001
2004,tex,fmt,0.017
2000,tex,fmt,0.01
1997,tex,fmt,0.002
2007,tex,fmt,0.006
2010,tex,fmt,0.001
2003,tex,fmt,0.012
2011,tex,fmt,0.0
2001,tex,fmt,0.022
2008,leg,fmt,0.0
2009,leg,fmt,0.0
2005,leg,fmt,0.0
2006,leg,fmt,0.0
2012,leg,fmt,0.0
2014,leg,fmt,0.0
2013,leg,fmt,0.0
1999,leg,fmt,0.0
2002,leg,fmt,0.0
2017,leg,fmt,0.0
2016,leg,fmt,0.0
2015,leg,fmt,0.0
1998,leg,fmt,0.0
2004,leg,fmt,0.0
2000,leg,fmt,0.0
1997,leg,fmt,0.0
2007,leg,fmt,0.0
2010,leg,fmt,0.0
2003,leg,fmt,0.0
2011,leg,fmt,0.0
2001,leg,fmt,0.0
2008,fen,fmt,0.0
2009,fen,fmt,0.0
2005,fen,fmt,0.0
2006,fen,fmt,0.0
2012,fen,fmt,0.0
2014,fen,fmt,0.0
2013,fen,fmt,0.0
1999,fen,fmt,0.0
2002,fen,fmt,0.0
2017,fen,fmt,0.0
2016,fen,fmt,0.0
2015,fen,fmt,0.0
1998,fen,fmt,0.0
2004,fen,fmt,0.0
2000,fen,fmt,0.0
1997,fen,fmt,0.0
2007,fen,fmt,0.0
2010,fen,fmt,0.0
2003,fen,fmt,0.0
2011,fen,fmt,0.0
2001,fen,fmt,0.0
2008,uti,fmt,0.0
2009,uti,fmt,0.0
2005,uti,fmt,0.0
2006,uti,fmt,0.0
2012,uti,fmt,0.0
2014,uti,fmt,0.0
2013,uti,fmt,0.0
1999,uti,fmt,0.0
2002,uti,fmt,0.0
2017,uti,fmt,0.0
2016,uti,fmt,0.0
2015,uti,fmt,0.0
1998,uti,fmt,0.0
2004,uti,fmt,0.0
2000,uti,fmt,0.0
1997,uti,fmt,0.0
2007,uti,fmt,0.0
2010,uti,fmt,0.0
2003,uti,fmt,0.0
2011,uti,fmt,0.0
2001,uti,fmt,0.0
2008,nmp,fmt,0.145
2009,nmp,fmt,0.211
2005,nmp,fmt,0.199
2006,nmp,fmt,0.167
2012,nmp,fmt,0.075
2014,nmp,fmt,0.096
2013,nmp,fmt,0.08600000000000001
1999,nmp,fmt,0.371
2002,nmp,fmt,0.267
2017,nmp,fmt,0.138
2016,nmp,fmt,0.13
2015,nmp,fmt,0.093
1998,nmp,fmt,0.316
2004,nmp,fmt,0.187
2000,nmp,fmt,0.443
1997,nmp,fmt,0.422
2007,nmp,fmt,0.105
2010,nmp,fmt,0.264
2003,nmp,fmt,0.23900000000000002
2011,nmp,fmt,0.34500000000000003
2001,nmp,fmt,0.377
2008,brd,fmt,0.0
2009,brd,fmt,0.0
2005,brd,fmt,0.0
2006,brd,fmt,0.0
2012,brd,fmt,0.0
2014,brd,fmt,0.0
2013,brd,fmt,0.0
1999,brd,fmt,0.0
2002,brd,fmt,0.0
2017,brd,fmt,0.0
2016,brd,fmt,0.0
2015,brd,fmt,0.0
1998,brd,fmt,0.0
2004,brd,fmt,0.0
2000,brd,fmt,0.0
1997,brd,fmt,0.0
2007,brd,fmt,0.0
2010,brd,fmt,0.0
2003,brd,fmt,0.0
2011,brd,fmt,0.0
2001,brd,fmt,0.0
2008,bnk,fmt,0.0
2009,bnk,fmt,0.0
2005,bnk,fmt,0.0
2006,bnk,fmt,0.0
2012,bnk,fmt,0.0
2014,bnk,fmt,0.0
2013,bnk,fmt,0.0
1999,bnk,fmt,0.0
2002,bnk,fmt,0.0
2017,bnk,fmt,0.0
2016,bnk,fmt,0.0
2015,bnk,fmt,0.0
1998,bnk,fmt,0.0
2004,bnk,fmt,0.0
2000,bnk,fmt,0.0
1997,bnk,fmt,0.0
2007,bnk,fmt,0.0
2010,bnk,fmt,0.0
2003,bnk,fmt,0.0
2011,bnk,fmt,0.0
2001,bnk,fmt,0.0
2008,ore,fmt,0.0
2009,ore,fmt,0.0
2005,ore,fmt,0.0
2006,ore,fmt,0.0
2012,ore,fmt,0.0
2014,ore,fmt,0.0
2013,ore,fmt,0.0
1999,ore,fmt,0.0
2002,ore,fmt,0.0
2017,ore,fmt,0.0
2016,ore,fmt,0.0
2015,ore,fmt,0.0
1998,ore,fmt,0.0
2004,ore,fmt,0.0
2000,ore,fmt,0.0
1997,ore,fmt,0.0
2007,ore,fmt,0.0
2010,ore,fmt,0.0
2003,ore,fmt,0.0
2011,ore,fmt,0.0
2001,ore,fmt,0.0
2008,edu,fmt,0.0
2009,edu,fmt,0.0
2005,edu,fmt,0.0
2006,edu,fmt,0.0
2012,edu,fmt,0.0
2014,edu,fmt,0.0
2013,edu,fmt,0.0
1999,edu,fmt,0.0
2002,edu,fmt,0.0
2017,edu,fmt,0.0
2016,edu,fmt,0.0
2015,edu,fmt,0.0
1998,edu,fmt,0.0
2004,edu,fmt,0.0
2000,edu,fmt,0.0
1997,edu,fmt,0.0
2007,edu,fmt,0.0
2010,edu,fmt,0.0
2003,edu,fmt,0.0
2011,edu,fmt,0.0
2001,edu,fmt,0.0
2008,ote,fmt,1.236
2009,ote,fmt,0.99
2005,ote,fmt,0.306
2006,ote,fmt,0.273
2012,ote,fmt,0.273
2014,ote,fmt,0.603
2013,ote,fmt,0.456
1999,ote,fmt,0.527
2002,ote,fmt,0.385
2017,ote,fmt,0.6940000000000001
2016,ote,fmt,0.615
2015,ote,fmt,0.55
1998,ote,fmt,0.856
2004,ote,fmt,0.322
2000,ote,fmt,0.596
1997,ote,fmt,0.507
2007,ote,fmt,0.276
2010,ote,fmt,1.094
2003,ote,fmt,0.342
2011,ote,fmt,0.55
2001,ote,fmt,0.596
2008,man,fmt,0.0
2009,man,fmt,0.0
2005,man,fmt,0.0
2006,man,fmt,0.0
2012,man,fmt,0.0
2014,man,fmt,0.0
2013,man,fmt,0.0
1999,man,fmt,0.0
2002,man,fmt,0.0
2017,man,fmt,0.0
2016,man,fmt,0.0
2015,man,fmt,0.0
1998,man,fmt,0.0
2004,man,fmt,0.0
2000,man,fmt,0.0
1997,man,fmt,0.0
2007,man,fmt,0.0
2010,man,fmt,0.0
2003,man,fmt,0.0
2011,man,fmt,0.0
2001,man,fmt,0.0
2008,mch,fmt,5.649
2009,mch,fmt,3.903
2005,mch,fmt,4.2860000000000005
2006,mch,fmt,4.11
2012,mch,fmt,4.212
2014,mch,fmt,3.939
2013,mch,fmt,3.8850000000000002
1999,mch,fmt,3.765
2002,mch,fmt,3.99
2017,mch,fmt,3.333
2016,mch,fmt,3.12
2015,mch,fmt,3.669
1998,mch,fmt,4.0280000000000005
2004,mch,fmt,3.584
2000,mch,fmt,3.9050000000000002
1997,mch,fmt,3.741
2007,mch,fmt,3.842
2010,mch,fmt,4.032
2003,mch,fmt,3.6830000000000003
2011,mch,fmt,4.622
2001,mch,fmt,4.246
2008,dat,fmt,0.0
2009,dat,fmt,0.0
2005,dat,fmt,0.0
2006,dat,fmt,0.0
2012,dat,fmt,0.0
2014,dat,fmt,0.0
2013,dat,fmt,0.0
1999,dat,fmt,0.0
2002,dat,fmt,0.0
2017,dat,fmt,0.0
2016,dat,fmt,0.0
2015,dat,fmt,0.0
1998,dat,fmt,0.0
2004,dat,fmt,0.0
2000,dat,fmt,0.0
1997,dat,fmt,0.0
2007,dat,fmt,0.0
2010,dat,fmt,0.0
2003,dat,fmt,0.0
2011,dat,fmt,0.0
2001,dat,fmt,0.0
2008,amd,fmt,0.0
2009,amd,fmt,0.0
2005,amd,fmt,0.0
2006,amd,fmt,0.0
2012,amd,fmt,0.0
2014,amd,fmt,0.0
2013,amd,fmt,0.0
1999,amd,fmt,0.0
2002,amd,fmt,0.0
2017,amd,fmt,0.0
2016,amd,fmt,0.0
2015,amd,fmt,0.0
1998,amd,fmt,0.0
2004,amd,fmt,0.0
2000,amd,fmt,0.0
1997,amd,fmt,0.0
2007,amd,fmt,0.0
2010,amd,fmt,0.0
2003,amd,fmt,0.0
2011,amd,fmt,0.0
2001,amd,fmt,0.0
2008,oil,fmt,0.0
2009,oil,fmt,0.0
