yr,ir_use,jc_use,value
2013,fdd,soc,0.0
1999,fdd,soc,0.0
2002,fdd,soc,0.0
2017,fdd,soc,0.0
2016,fdd,soc,0.0
2015,fdd,soc,0.0
1998,fdd,soc,0.0
2004,fdd,soc,0.0
2000,fdd,soc,0.0
1997,fdd,soc,0.0
2007,fdd,soc,0.0
2010,fdd,soc,0.0
2003,fdd,soc,0.0
2011,fdd,soc,0.0
2001,fdd,soc,0.0
2008,wtt,soc,0.006
2009,wtt,soc,0.009000000000000001
2005,wtt,soc,0.005
2006,wtt,soc,0.005
2012,wtt,soc,0.005
2014,wtt,soc,0.004
2013,wtt,soc,0.004
1999,wtt,soc,0.001
2002,wtt,soc,0.002
2017,wtt,soc,0.009000000000000001
2016,wtt,soc,0.004
2015,wtt,soc,0.001
1998,wtt,soc,0.001
2004,wtt,soc,0.002
2000,wtt,soc,0.001
1997,wtt,soc,0.001
2007,wtt,soc,0.002
2010,wtt,soc,0.003
2003,wtt,soc,0.002
2011,wtt,soc,0.011
2001,wtt,soc,0.002
2008,wpd,soc,0.983
2009,wpd,soc,0.799
2005,wpd,soc,0.8210000000000001
2006,wpd,soc,0.776
2012,wpd,soc,1.113
2014,wpd,soc,1.081
2013,wpd,soc,1.227
1999,wpd,soc,0.52
2002,wpd,soc,0.7020000000000001
2017,wpd,soc,1.337
2016,wpd,soc,1.094
2015,wpd,soc,1.012
1998,wpd,soc,0.501
2004,wpd,soc,0.811
2000,wpd,soc,0.502
1997,wpd,soc,0.455
2007,wpd,soc,0.929
2010,wpd,soc,1.107
2003,wpd,soc,0.729
2011,wpd,soc,1.111
2001,wpd,soc,0.588
2008,wht,soc,0.0
2009,wht,soc,0.0
2005,wht,soc,0.0
2006,wht,soc,0.0
2012,wht,soc,0.0
2014,wht,soc,0.0
2013,wht,soc,0.0
1999,wht,soc,0.0
2002,wht,soc,0.0
2017,wht,soc,0.0
2016,wht,soc,0.0
2015,wht,soc,0.0
1998,wht,soc,0.0
2004,wht,soc,0.0
2000,wht,soc,0.0
1997,wht,soc,0.0
2007,wht,soc,0.0
2010,wht,soc,0.0
2003,wht,soc,0.0
2011,wht,soc,0.0
2001,wht,soc,0.0
2008,oth,soc,0.0
2009,oth,soc,0.0
2005,oth,soc,0.0
2006,oth,soc,0.0
2012,oth,soc,0.0
2014,oth,soc,0.0
2013,oth,soc,0.0
1999,oth,soc,0.0
2002,oth,soc,0.0
2017,oth,soc,0.0
2016,oth,soc,0.0
2015,oth,soc,0.0
1998,oth,soc,0.0
2004,oth,soc,0.0
2000,oth,soc,0.0
1997,oth,soc,0.0
2007,oth,soc,0.0
2010,oth,soc,0.0
2003,oth,soc,0.0
2011,oth,soc,0.0
2001,oth,soc,0.0
2008,wrh,soc,0.20800000000000002
2009,wrh,soc,0.259
2005,wrh,soc,0.149
2006,wrh,soc,0.165
2012,wrh,soc,0.228
2014,wrh,soc,0.221
2013,wrh,soc,0.226
1999,wrh,soc,0.067
2002,wrh,soc,0.113
2017,wrh,soc,0.221
2016,wrh,soc,0.245
2015,wrh,soc,0.231
1998,wrh,soc,0.062
2004,wrh,soc,0.126
2000,wrh,soc,0.07200000000000001
1997,wrh,soc,0.051000000000000004
2007,wrh,soc,0.185
2010,wrh,soc,0.23
2003,wrh,soc,0.126
2011,wrh,soc,0.23
2001,wrh,soc,0.098
2008,ott,soc,0.0
2009,ott,soc,0.0
2005,ott,soc,0.0
2006,ott,soc,0.0
2012,ott,soc,0.0
2014,ott,soc,0.0
2013,ott,soc,0.0
1999,ott,soc,0.0
2002,ott,soc,0.0
2017,ott,soc,0.0
2016,ott,soc,0.0
2015,ott,soc,0.0
1998,ott,soc,0.0
2004,ott,soc,0.0
2000,ott,soc,0.0
1997,ott,soc,0.0
2007,ott,soc,0.0
2010,ott,soc,0.0
2003,ott,soc,0.0
2011,ott,soc,0.0
2001,ott,soc,0.0
2008,che,soc,0.5670000000000001
2009,che,soc,0.656
2005,che,soc,0.561
2006,che,soc,0.684
2012,che,soc,0.659
2014,che,soc,0.672
2013,che,soc,0.669
1999,che,soc,0.531
2002,che,soc,0.585
2017,che,soc,0.894
2016,che,soc,0.771
2015,che,soc,0.704
1998,che,soc,0.486
2004,che,soc,0.544
2000,che,soc,0.535
1997,che,soc,0.517
2007,che,soc,0.734
2010,che,soc,0.774
2003,che,soc,0.5720000000000001
2011,che,soc,0.65
2001,che,soc,0.557
2008,air,soc,0.34600000000000003
2009,air,soc,0.34900000000000003
2005,air,soc,0.269
2006,air,soc,0.304
2012,air,soc,0.499
2014,air,soc,0.49
2013,air,soc,0.482
1999,air,soc,0.154
2002,air,soc,0.19
2017,air,soc,0.596
2016,air,soc,0.552
2015,air,soc,0.533
1998,air,soc,0.14400000000000002
2004,air,soc,0.245
2000,air,soc,0.178
1997,air,soc,0.127
2007,air,soc,0.332
2010,air,soc,0.369
2003,air,soc,0.228
2011,air,soc,0.506
2001,air,soc,0.189
2008,mmf,soc,3.632
2009,mmf,soc,1.45
2005,mmf,soc,2.6550000000000002
2006,mmf,soc,2.894
2012,mmf,soc,1.897
2014,mmf,soc,1.919
2013,mmf,soc,2.012
1999,mmf,soc,1.121
2002,mmf,soc,3.344
2017,mmf,soc,2.271
2016,mmf,soc,2.005
2015,mmf,soc,2.064
1998,mmf,soc,1.167
2004,mmf,soc,2.6550000000000002
2000,mmf,soc,3.34
1997,mmf,soc,1.092
2007,mmf,soc,2.989
2010,mmf,soc,2.956
2003,mmf,soc,2.656
2011,mmf,soc,3.1550000000000002
2001,mmf,soc,3.149
2008,otr,soc,0.718
2009,otr,soc,0.91
2005,otr,soc,0.667
2006,otr,soc,0.6990000000000001
2012,otr,soc,0.868
2014,otr,soc,0.786
2013,otr,soc,0.8240000000000001
1999,otr,soc,0.353
2002,otr,soc,0.619
2017,otr,soc,0.972
2016,otr,soc,0.906
2015,otr,soc,0.859
1998,otr,soc,0.324
2004,otr,soc,0.581
2000,otr,soc,0.40900000000000003
1997,otr,soc,0.261
2007,otr,soc,0.771
2010,otr,soc,0.728
2003,otr,soc,0.628
2011,otr,soc,0.76
2001,otr,soc,0.5730000000000001
2008,min,soc,0.031
2009,min,soc,0.024
2005,min,soc,0.019
2006,min,soc,0.014
2012,min,soc,0.045
2014,min,soc,0.08600000000000001
2013,min,soc,0.05
1999,min,soc,0.007
2002,min,soc,0.014
2017,min,soc,0.068
2016,min,soc,0.024
2015,min,soc,0.035
1998,min,soc,0.004
2004,min,soc,0.018000000000000002
2000,min,soc,0.008
1997,min,soc,0.006
2007,min,soc,0.016
2010,min,soc,0.03
2003,min,soc,0.02
2011,min,soc,0.048
2001,min,soc,0.01
2008,othtax,soc,0.862
2009,othtax,soc,0.92
2005,othtax,soc,0.755
2006,othtax,soc,0.793
2012,othtax,soc,0.9460000000000001
2014,othtax,soc,0.994
2013,othtax,soc,1.0010000000000001
1999,othtax,soc,0.541
2002,othtax,soc,0.613
2017,othtax,soc,1.166
2016,othtax,soc,1.103
2015,othtax,soc,1.045
1998,othtax,soc,0.504
2004,othtax,soc,0.6980000000000001
2000,othtax,soc,0.5700000000000001
1997,othtax,soc,0.454
2007,othtax,soc,0.858
2010,othtax,soc,0.9390000000000001
2003,othtax,soc,0.628
2011,othtax,soc,0.931
2001,othtax,soc,0.5700000000000001
2008,surplus,soc,13.876
2009,surplus,soc,12.849
2005,surplus,soc,11.777000000000001
2006,surplus,soc,13.519
2012,surplus,soc,9.387
2014,surplus,soc,9.499
2013,surplus,soc,9.700000000000001
1999,surplus,soc,8.25
2002,surplus,soc,10.619
2017,surplus,soc,9.581
2016,surplus,soc,10.008000000000001
2015,surplus,soc,9.791
1998,surplus,soc,7.6610000000000005
2004,surplus,soc,11.56
2000,surplus,soc,9.342
1997,surplus,soc,6.875
2007,surplus,soc,13.318
2010,surplus,soc,11.706
2003,surplus,soc,12.012
2011,surplus,soc,10.505
2001,surplus,soc,10.779
2008,compen,soc,70.34100000000001
2009,compen,soc,73.4
2005,compen,soc,59.45
2006,compen,soc,62.091
2012,compen,soc,84.93900000000001
2014,compen,soc,94.65
2013,compen,soc,89.983
1999,compen,soc,38.816
2002,compen,soc,48.102000000000004
2017,compen,soc,114.039
2016,compen,soc,107.503
2015,compen,soc,100.372
1998,compen,soc,34.602000000000004
2004,compen,soc,55.048
2000,compen,soc,42.397
1997,compen,soc,31.922
2007,compen,soc,66.07900000000001
2010,compen,soc,76.381
2003,compen,soc,52.043
2011,compen,soc,76.51
2001,compen,soc,44.142
2008,taxes,soc,0.586
2009,taxes,soc,0.595
2005,taxes,soc,0.462
2006,taxes,soc,0.496
2012,taxes,soc,0.679
2014,taxes,soc,0.782
2013,taxes,soc,0.75
1999,taxes,soc,0.274
2002,taxes,soc,0.37
2017,taxes,soc,0.899
2016,taxes,soc,0.857
2015,taxes,soc,0.8190000000000001
1998,taxes,soc,0.252
2004,taxes,soc,0.437
2000,taxes,soc,0.301
1997,taxes,soc,0.232
2007,taxes,soc,0.555
2010,taxes,soc,0.641
2003,taxes,soc,0.394
2011,taxes,soc,0.651
2001,taxes,soc,0.341
2008,subsidies,soc,0.0
2009,subsidies,soc,0.0
2005,subsidies,soc,0.0
2006,subsidies,soc,0.0
2012,subsidies,soc,0.0
2014,subsidies,soc,0.0
2013,subsidies,soc,0.0
1999,subsidies,soc,0.0
2002,subsidies,soc,0.0
2017,subsidies,soc,0.0
2016,subsidies,soc,0.0
2015,subsidies,soc,0.0
1998,subsidies,soc,0.0
2004,subsidies,soc,0.0
2000,subsidies,soc,0.0
1997,subsidies,soc,0.0
2007,subsidies,soc,0.0
2010,subsidies,soc,0.0
2003,subsidies,soc,0.0
2011,subsidies,soc,0.0
2001,subsidies,soc,0.0
2008,interm,soc,59.649
2009,interm,soc,65.652
2005,interm,soc,44.43
2006,interm,soc,47.494
2012,interm,soc,73.489
2014,interm,soc,73.986
2013,interm,soc,71.276
1999,interm,soc,25.883
2002,interm,soc,40.803000000000004
2017,interm,soc,84.383
2016,interm,soc,77.358
2015,interm,soc,75.162
1998,interm,soc,23.294
2004,interm,soc,42.377
2000,interm,soc,30.505
1997,interm,soc,22.093
2007,interm,soc,53.184000000000005
2010,interm,soc,72.919
2003,interm,soc,41.312
2011,interm,soc,75.777
2001,interm,soc,37.796
2008,basicvalueadded,soc,85.07900000000001
2009,basicvalueadded,soc,87.169
2005,basicvalueadded,soc,71.982
2006,basicvalueadded,soc,76.403
2012,basicvalueadded,soc,95.272
2014,basicvalueadded,soc,105.143
2013,basicvalueadded,soc,100.684
1999,basicvalueadded,soc,47.608000000000004
2002,basicvalueadded,soc,59.334
2017,basicvalueadded,soc,124.786
2016,basicvalueadded,soc,118.61500000000001
2015,basicvalueadded,soc,111.208
1998,basicvalueadded,soc,42.766
2004,basicvalueadded,soc,67.306
2000,basicvalueadded,soc,52.309000000000005
1997,basicvalueadded,soc,39.251
2007,basicvalueadded,soc,80.255
2010,basicvalueadded,soc,89.025
2003,basicvalueadded,soc,64.683
2011,basicvalueadded,soc,87.946
2001,basicvalueadded,soc,55.491
2008,industryoutput,soc,144.728
2009,industryoutput,soc,152.82
2005,industryoutput,soc,116.412
2006,industryoutput,soc,123.897
2012,industryoutput,soc,168.762
2014,industryoutput,soc,179.129
2013,industryoutput,soc,171.96
1999,industryoutput,soc,73.491
2002,industryoutput,soc,100.137
2017,industryoutput,soc,209.169
2016,industryoutput,soc,195.973
2015,industryoutput,soc,186.37
1998,industryoutput,soc,66.061
2004,industryoutput,soc,109.683
2000,industryoutput,soc,82.813
1997,industryoutput,soc,61.344
2007,industryoutput,soc,133.439
2010,industryoutput,soc,161.945
2003,industryoutput,soc,105.995
2011,industryoutput,soc,163.723
2001,industryoutput,soc,93.287
2008,valueadded,soc,85.665
2009,valueadded,soc,87.764
2005,valueadded,soc,72.444
2006,valueadded,soc,76.899
2012,valueadded,soc,95.95100000000001
2014,valueadded,soc,105.926
2013,valueadded,soc,101.434
1999,valueadded,soc,47.882
2002,valueadded,soc,59.704
2017,valueadded,soc,125.685
2016,valueadded,soc,119.471
2015,valueadded,soc,112.026
1998,valueadded,soc,43.018
2004,valueadded,soc,67.743
2000,valueadded,soc,52.61
1997,valueadded,soc,39.483000000000004
2007,valueadded,soc,80.81
2010,valueadded,soc,89.666
2003,valueadded,soc,65.077
2011,valueadded,soc,88.59700000000001
2001,valueadded,soc,55.832
2008,ppd,alt,0.097
2009,ppd,alt,0.101
2005,ppd,alt,0.108
2006,ppd,alt,0.12
2012,ppd,alt,0.046
2014,ppd,alt,0.04
2013,ppd,alt,0.048
1999,ppd,alt,0.244
2002,ppd,alt,0.11900000000000001
2017,ppd,alt,0.048
2016,ppd,alt,0.042
2015,ppd,alt,0.042
1998,ppd,alt,0.218
2004,ppd,alt,0.08600000000000001
2000,ppd,alt,0.248
1997,ppd,alt,0.28
2007,ppd,alt,0.088
2010,ppd,alt,0.069
2003,ppd,alt,0.108
2011,ppd,alt,0.079
2001,ppd,alt,0.166
2008,res,alt,0.043000000000000003
2009,res,alt,0.051000000000000004
2005,res,alt,0.07100000000000001
2006,res,alt,0.095
2012,res,alt,0.023
2014,res,alt,0.017
2013,res,alt,0.021
1999,res,alt,0.134
2002,res,alt,0.068
2017,res,alt,0.014
2016,res,alt,0.012
2015,res,alt,0.013000000000000001
1998,res,alt,0.123
2004,res,alt,0.06
2000,res,alt,0.124
1997,res,alt,0.14400000000000002
2007,res,alt,0.05
2010,res,alt,0.029
2003,res,alt,0.075
2011,res,alt,0.038
2001,res,alt,0.079
2008,com,alt,0.053
2009,com,alt,0.065
2005,com,alt,0.092
2006,com,alt,0.124
2012,com,alt,0.029
2014,com,alt,0.026000000000000002
2013,com,alt,0.025
1999,com,alt,0.193
2002,com,alt,0.124
2017,com,alt,0.023
2016,com,alt,0.016
2015,com,alt,0.017
1998,com,alt,0.147
2004,com,alt,0.085
2000,com,alt,0.20800000000000002
1997,com,alt,0.116
2007,com,alt,0.066
2010,com,alt,0.039
2003,com,alt,0.10300000000000001
2011,com,alt,0.042
2001,com,alt,0.131
2008,amb,alt,0.0
2009,amb,alt,0.0
2005,amb,alt,0.0
2006,amb,alt,0.0
2012,amb,alt,0.0
2014,amb,alt,0.0
2013,amb,alt,0.0
1999,amb,alt,0.0
2002,amb,alt,0.0
2017,amb,alt,0.0
2016,amb,alt,0.0
2015,amb,alt,0.0
1998,amb,alt,0.0
2004,amb,alt,0.0
2000,amb,alt,0.0
1997,amb,alt,0.0
2007,amb,alt,0.0
2010,amb,alt,0.0
2003,amb,alt,0.0
2011,amb,alt,0.0
2001,amb,alt,0.0
2008,fbp,alt,0.924
2009,fbp,alt,0.6900000000000001
2005,fbp,alt,1.159
2006,fbp,alt,0.751
2012,fbp,alt,1.475
2014,fbp,alt,1.5190000000000001
2013,fbp,alt,1.5250000000000001
1999,fbp,alt,1.286
2002,fbp,alt,0.84
2017,fbp,alt,1.02
2016,fbp,alt,1.116
2015,fbp,alt,1.2590000000000001
1998,fbp,alt,1.139
2004,fbp,alt,1.175
2000,fbp,alt,1.238
1997,fbp,alt,1.284
2007,fbp,alt,0.883
2010,fbp,alt,1.055
2003,fbp,alt,1.16
2011,fbp,alt,1.635
2001,fbp,alt,1.032
2008,rec,alt,0.001
2009,rec,alt,0.001
2005,rec,alt,0.002
2006,rec,alt,0.001
2012,rec,alt,0.0
2014,rec,alt,0.0
2013,rec,alt,0.0
1999,rec,alt,0.002
2002,rec,alt,0.002
2017,rec,alt,0.0
2016,rec,alt,0.0
2015,rec,alt,0.0
1998,rec,alt,0.001
2004,rec,alt,0.001
2000,rec,alt,0.003
1997,rec,alt,0.001
2007,rec,alt,0.001
2010,rec,alt,0.0
2003,rec,alt,0.002
2011,rec,alt,0.001
2001,rec,alt,0.003
2008,con,alt,0.034
2009,con,alt,0.059000000000000004
2005,con,alt,0.042
2006,con,alt,0.056
2012,con,alt,0.011
2014,con,alt,0.009000000000000001
2013,con,alt,0.01
1999,con,alt,0.166
2002,con,alt,0.107
2017,con,alt,0.008
2016,con,alt,0.006
2015,con,alt,0.007
1998,con,alt,0.23700000000000002
2004,con,alt,0.061
2000,con,alt,0.117
1997,con,alt,0.271
2007,con,alt,0.047
2010,con,alt,0.031
2003,con,alt,0.078
2011,con,alt,0.05
2001,con,alt,0.1
2008,agr,alt,0.0
2009,agr,alt,0.0
2005,agr,alt,0.0
2006,agr,alt,0.0
2012,agr,alt,0.0
2014,agr,alt,0.0
2013,agr,alt,0.0
1999,agr,alt,0.0
2002,agr,alt,0.0
2017,agr,alt,0.0
2016,agr,alt,0.0
2015,agr,alt,0.0
1998,agr,alt,0.0
2004,agr,alt,0.0
2000,agr,alt,0.0
1997,agr,alt,0.0
2007,agr,alt,0.0
2010,agr,alt,0.0
2003,agr,alt,0.0
2011,agr,alt,0.0
2001,agr,alt,0.0
2008,eec,alt,0.009000000000000001
2009,eec,alt,0.008
2005,eec,alt,0.029
2006,eec,alt,0.028
2012,eec,alt,0.005
2014,eec,alt,0.004
2013,eec,alt,0.005
1999,eec,alt,0.147
2002,eec,alt,0.109
2017,eec,alt,0.005
2016,eec,alt,0.005
2015,eec,alt,0.005
1998,eec,alt,0.145
2004,eec,alt,0.032
2000,eec,alt,0.134
1997,eec,alt,0.20400000000000001
2007,eec,alt,0.014
2010,eec,alt,0.009000000000000001
2003,eec,alt,0.051000000000000004
2011,eec,alt,0.009000000000000001
2001,eec,alt,0.093
2008,use,alt,0.0
2009,use,alt,0.0
2005,use,alt,0.0
2006,use,alt,0.0
2012,use,alt,0.0
2014,use,alt,0.0
2013,use,alt,0.0
1999,use,alt,0.0
2002,use,alt,0.0
2017,use,alt,0.0
2016,use,alt,0.0
2015,use,alt,0.0
1998,use,alt,0.0
2004,use,alt,0.0
2000,use,alt,0.0
1997,use,alt,0.0
2007,use,alt,0.0
2010,use,alt,0.0
2003,use,alt,0.0
2011,use,alt,0.0
2001,use,alt,0.0
2008,fnd,alt,0.0
2009,fnd,alt,0.0
2005,fnd,alt,0.0
2006,fnd,alt,0.0
2012,fnd,alt,0.0
2014,fnd,alt,0.0
2013,fnd,alt,0.0
1999,fnd,alt,0.0
2002,fnd,alt,0.0
2017,fnd,alt,0.0
2016,fnd,alt,0.0
2015,fnd,alt,0.0
1998,fnd,alt,0.0
2004,fnd,alt,0.0
2000,fnd,alt,0.0
1997,fnd,alt,0.0
2007,fnd,alt,0.0
2010,fnd,alt,0.0
2003,fnd,alt,0.0
2011,fnd,alt,0.0
2001,fnd,alt,0.0
2008,pub,alt,0.0
2009,pub,alt,0.0
2005,pub,alt,0.0
2006,pub,alt,0.0
2012,pub,alt,0.0
2014,pub,alt,0.0
2013,pub,alt,0.0
1999,pub,alt,0.0
2002,pub,alt,0.0
2017,pub,alt,0.0
2016,pub,alt,0.0
2015,pub,alt,0.0
1998,pub,alt,0.0
2004,pub,alt,0.0
2000,pub,alt,0.0
1997,pub,alt,0.0
2007,pub,alt,0.0
2010,pub,alt,0.0
2003,pub,alt,0.0
2011,pub,alt,0.0
2001,pub,alt,0.0
2008,hou,alt,0.0
2009,hou,alt,0.0
2005,hou,alt,0.0
2006,hou,alt,0.0
2012,hou,alt,0.0
2014,hou,alt,0.0
2013,hou,alt,0.0
1999,hou,alt,0.0
2002,hou,alt,0.0
2017,hou,alt,0.0
2016,hou,alt,0.0
2015,hou,alt,0.0
1998,hou,alt,0.0
2004,hou,alt,0.0
2000,hou,alt,0.0
1997,hou,alt,0.0
2007,hou,alt,0.0
2010,hou,alt,0.0
2003,hou,alt,0.0
2011,hou,alt,0.0
2001,hou,alt,0.0
2008,ins,alt,0.267
2009,ins,alt,0.28800000000000003
2005,ins,alt,0.401
2006,ins,alt,0.5650000000000001
2012,ins,alt,0.146
2014,ins,alt,0.152
2013,ins,alt,0.11900000000000001
1999,ins,alt,0.796
2002,ins,alt,0.47800000000000004
2017,ins,alt,0.131
2016,ins,alt,0.114
2015,ins,alt,0.13
1998,ins,alt,0.9520000000000001
2004,ins,alt,0.382
2000,ins,alt,0.75
1997,ins,alt,0.963
2007,ins,alt,0.356
2010,ins,alt,0.176
2003,ins,alt,0.42
2011,ins,alt,0.23
2001,ins,alt,0.464
2008,tex,alt,3.68
2009,tex,alt,3.19
2005,tex,alt,8.05
2006,tex,alt,6.863
2012,tex,alt,2.282
2014,tex,alt,1.893
2013,tex,alt,2.186
1999,tex,alt,20.261
2002,tex,alt,12.39
2017,tex,alt,1.848
2016,tex,alt,1.677
2015,tex,alt,1.711
1998,tex,alt,21.315
2004,tex,alt,8.023
2000,tex,alt,18.335
1997,tex,alt,24.767
2007,tex,alt,4.611
2010,tex,alt,2.856
2003,tex,alt,10.671
2011,tex,alt,3.216
2001,tex,alt,14.693
2008,leg,alt,0.054
2009,leg,alt,0.069
2005,leg,alt,0.079
2006,leg,alt,0.095
2012,leg,alt,0.07200000000000001
2014,leg,alt,0.059000000000000004
2013,leg,alt,0.07100000000000001
1999,leg,alt,0.153
2002,leg,alt,0.08
2017,leg,alt,0.08
2016,leg,alt,0.084
2015,leg,alt,0.06
1998,leg,alt,0.158
2004,leg,alt,0.062
2000,leg,alt,0.124
1997,leg,alt,0.14400000000000002
2007,leg,alt,0.063
2010,leg,alt,0.079
2003,leg,alt,0.079
2011,leg,alt,0.105
2001,leg,alt,0.067
2008,fen,alt,0.0
2009,fen,alt,0.0
2005,fen,alt,0.0
2006,fen,alt,0.0
2012,fen,alt,0.0
2014,fen,alt,0.0
2013,fen,alt,0.0
1999,fen,alt,0.0
2002,fen,alt,0.0
2017,fen,alt,0.0
2016,fen,alt,0.0
2015,fen,alt,0.0
1998,fen,alt,0.0
2004,fen,alt,0.0
2000,fen,alt,0.0
1997,fen,alt,0.0
2007,fen,alt,0.0
2010,fen,alt,0.0
2003,fen,alt,0.0
2011,fen,alt,0.0
2001,fen,alt,0.0
2008,uti,alt,0.266
2009,uti,alt,0.262
2005,uti,alt,0.656
2006,uti,alt,0.5
2012,uti,alt,0.068
2014,uti,alt,0.063
2013,uti,alt,0.066
1999,uti,alt,1.187
2002,uti,alt,0.761
2017,uti,alt,0.052000000000000005
2016,uti,alt,0.041
2015,uti,alt,0.058
1998,uti,alt,0.9490000000000001
2004,uti,alt,0.633
2000,uti,alt,1.367
1997,uti,alt,1.082
2007,uti,alt,0.264
2010,uti,alt,0.202
2003,uti,alt,0.719
2011,uti,alt,0.303
2001,uti,alt,1.2710000000000001
2008,nmp,alt,0.0
2009,nmp,alt,0.0
2005,nmp,alt,0.0
2006,nmp,alt,0.0
2012,nmp,alt,0.0
2014,nmp,alt,0.0
2013,nmp,alt,0.0
1999,nmp,alt,0.0
2002,nmp,alt,0.0
2017,nmp,alt,0.0
2016,nmp,alt,0.0
2015,nmp,alt,0.0
1998,nmp,alt,0.0
2004,nmp,alt,0.0
2000,nmp,alt,0.0
1997,nmp,alt,0.0
2007,nmp,alt,0.0
2010,nmp,alt,0.0
2003,nmp,alt,0.0
2011,nmp,alt,0.0
2001,nmp,alt,0.0
2008,brd,alt,0.08700000000000001
2009,brd,alt,0.097
2005,brd,alt,0.163
2006,brd,alt,0.214
2012,brd,alt,0.031
2014,brd,alt,0.027
2013,brd,alt,0.028
1999,brd,alt,0.194
2002,brd,alt,0.171
2017,brd,alt,0.021
2016,brd,alt,0.015
2015,brd,alt,0.019
1998,brd,alt,0.159
2004,brd,alt,0.16
2000,brd,alt,0.21
1997,brd,alt,0.10200000000000001
2007,brd,alt,0.111
2010,brd,alt,0.053
2003,brd,alt,0.147
2011,brd,alt,0.07100000000000001
2001,brd,alt,0.155
2008,bnk,alt,0.225
2009,bnk,alt,0.299
2005,bnk,alt,0.303
2006,bnk,alt,0.446
2012,bnk,alt,0.132
2014,bnk,alt,0.092
2013,bnk,alt,0.115
1999,bnk,alt,0.431
2002,bnk,alt,0.269
2017,bnk,alt,0.077
2016,bnk,alt,0.064
2015,bnk,alt,0.066
1998,bnk,alt,0.455
2004,bnk,alt,0.257
2000,bnk,alt,0.404
1997,bnk,alt,0.41400000000000003
2007,bnk,alt,0.25
2010,bnk,alt,0.182
2003,bnk,alt,0.28500000000000003
2011,bnk,alt,0.219
2001,bnk,alt,0.262
2008,ore,alt,0.34900000000000003
2009,ore,alt,0.435
2005,ore,alt,0.673
2006,ore,alt,0.857
2012,ore,alt,0.069
2014,ore,alt,0.069
2013,ore,alt,0.078
1999,ore,alt,0.449
2002,ore,alt,0.396
2017,ore,alt,0.096
2016,ore,alt,0.092
2015,ore,alt,0.076
1998,ore,alt,0.461
2004,ore,alt,0.447
2000,ore,alt,0.551
1997,ore,alt,0.602
2007,ore,alt,0.41500000000000004
2010,ore,alt,0.367
2003,ore,alt,0.401
2011,ore,alt,0.28800000000000003
2001,ore,alt,0.323
2008,edu,alt,0.0
2009,edu,alt,0.0
2005,edu,alt,0.0
2006,edu,alt,0.0
2012,edu,alt,0.0
2014,edu,alt,0.0
2013,edu,alt,0.0
1999,edu,alt,0.0
2002,edu,alt,0.0
2017,edu,alt,0.0
2016,edu,alt,0.0
2015,edu,alt,0.0
1998,edu,alt,0.0
2004,edu,alt,0.0
2000,edu,alt,0.0
1997,edu,alt,0.0
2007,edu,alt,0.0
2010,edu,alt,0.0
2003,edu,alt,0.0
2011,edu,alt,0.0
2001,edu,alt,0.0
2008,ote,alt,0.0
2009,ote,alt,0.0
2005,ote,alt,0.0
2006,ote,alt,0.0
2012,ote,alt,0.0
2014,ote,alt,0.0
2013,ote,alt,0.0
1999,ote,alt,0.0
2002,ote,alt,0.0
2017,ote,alt,0.0
2016,ote,alt,0.0
2015,ote,alt,0.0
1998,ote,alt,0.0
2004,ote,alt,0.0
2000,ote,alt,0.0
1997,ote,alt,0.0
2007,ote,alt,0.0
2010,ote,alt,0.0
2003,ote,alt,0.0
2011,ote,alt,0.0
2001,ote,alt,0.0
2008,man,alt,0.255
2009,man,alt,0.687
2005,man,alt,0.636
2006,man,alt,0.9510000000000001
2012,man,alt,0.583
2014,man,alt,0.486
2013,man,alt,0.577
1999,man,alt,0.735
2002,man,alt,0.507
2017,man,alt,0.673
2016,man,alt,0.6970000000000001
2015,man,alt,0.523
1998,man,alt,0.665
2004,man,alt,0.586
2000,man,alt,0.8200000000000001
1997,man,alt,0.671
2007,man,alt,0.497
2010,man,alt,0.852
2003,man,alt,0.6890000000000001
2011,man,alt,0.897
2001,man,alt,0.616
2008,mch,alt,0.009000000000000001
2009,mch,alt,0.007
2005,mch,alt,0.013000000000000001
2006,mch,alt,0.016
2012,mch,alt,0.014
2014,mch,alt,0.012
2013,mch,alt,0.021
1999,mch,alt,0.137
2002,mch,alt,0.014
2017,mch,alt,0.013000000000000001
2016,mch,alt,0.01
2015,mch,alt,0.011
1998,mch,alt,0.19
2004,mch,alt,0.007
2000,mch,alt,0.08
1997,mch,alt,0.213
2007,mch,alt,0.012
2010,mch,alt,0.01
2003,mch,alt,0.013000000000000001
2011,mch,alt,0.018000000000000002
2001,mch,alt,0.04
2008,dat,alt,0.046
2009,dat,alt,0.06
2005,dat,alt,0.069
2006,dat,alt,0.101
2012,dat,alt,0.035
2014,dat,alt,0.033
2013,dat,alt,0.036000000000000004
1999,dat,alt,0.148
2002,dat,alt,0.075
2017,dat,alt,0.051000000000000004
2016,dat,alt,0.028
2015,dat,alt,0.026000000000000002
1998,dat,alt,0.136
2004,dat,alt,0.062
2000,dat,alt,0.134
1997,dat,alt,0.13
2007,dat,alt,0.052000000000000005
2010,dat,alt,0.046
2003,dat,alt,0.078
2011,dat,alt,0.061
2001,dat,alt,0.085
2008,amd,alt,0.019
2009,amd,alt,0.02
2005,amd,alt,0.027
2006,amd,alt,0.038
2012,amd,alt,0.013000000000000001
2014,amd,alt,0.011
2013,amd,alt,0.012
1999,amd,alt,0.067
